program_tour,url,description,price,region
ทัวร์แกรนด์อิตาลี ปาเลโม่ มาเตรา โรม เกาะซิซิลี อุทยานโบราณคดีปอมเปอี ชายฝั่งอมัลฟี หมู่บ้านโปซีตาโน รวมวีซ่า+ค่าทิปแล้ว ,https://www.mushroomtravel.com/tour/outbound/italy/mush261415-italy-10d8n-by-az,"พิเศษ:ราคารวมวีซ่า+ค่าทิปแล้วเที่ยว:ปาเลโม่-โบสถ์พาลาไทน์-อาสนวิหารปาเลโม่-น้ำพุพรีทอเรียน-มหาวิหารมอนเรอาเล-เกาะซิซิลี-คาตาเนีย-ทาออร์มินา-จัตุรัสPiazza IX Aprile-Teatro Greco-โคเซนซา-มาเตรา-จัตุรัสวิทโทริโอ-จัตุรัสจัตุรัสดูโอโม-โปลิกยาโน่ อา มาเร่-หาดลามา โมนาคิเล-อัลเบโรเบลโล-กระท่อมหินปูนหลังคาทรงกรวย-ซอร์เรนโต้-หมู่บ้านโปซีตาโน-โบสถ์ซานต้ามาเรีย-ชายฝั่งอมัลฟี-มหาวิหารอมาลฟี-อุทยานโบราณคดีปอมเปอีช้อป:ห้างแกเลอเรีย อุมเบอร์โต้ที่ 1-บันไดสเปน-Designer Outlet Castel Romanoกิน:เมนูปลาจากเมดิเตอร์เรเนียน-พิซซ่าสไตล์นโปลี#พี่เห็ดจริงใจ# โปรแกรมนี้ สายการบินอาจมีการปรับ ภาษีน้ํามัน ตามเงื่อนไขท้ายโปรแกรม ราคา149,899บาท",149899,Europe
ทัวร์ยุโรปตะวันออก เชสกี้ครุมลอฟ หมู่บ้านฮัลล์สตัท ปราสาทนอยชวานสไตน์ ปราสาทปราก พระราชวังและสวนเชินน์บรุน ล่องเรือแม่น้ำดานูบ  ,https://www.mushroomtravel.com/tour/outbound/germany/mush261807-germany-8d5n-by-moreairline,"พิเศษ:ราคารวมวีซ่าแล้วเที่ยว:เยอรมัน-เช็ก-สโลวาเกีย-ฮังการี-ออสเตรีย-ปราสาทนอยชวานสไตน์-สนามฟุตบอลอัลลิอันซ์อารีนา-จัตุรัสมารีนเพทส-ซาลบวร์ก-พระราชวังและสวนมิราเบล-จัตุรัสเรสซิเดนท์-หมู่บ้านฮัลล์สตัท-เซ็นท์ วูฟกัง-เชสกี้ครุมลอฟ-ปราก-สะพานชาร์ล-ย่านเมืองเก่า-นาฬิกาดาราศาสตร์-ปราสาทปราก-โบสถ์เซ็นท์วีตัส-ถนนโกลเด้นเลน-บราติสลาวา-ปราสาทบราติสลาวา-บูดาเปสต์-จัตุรัสวีรบุรุษ-สะพานเชน-คาสเทิลฮิลล์-มหาวิหารเซ็นท์สตีเฟ่น-ล่องเรือแม่น้ำดานูบ-เวียนนา-พระราชวังและสวนเชินน์บรุนช้อป:จัตุรัสมาเรียนพลาสท์-Fashion Outlet Parndorf-ถนนคาร์ทเนอร์พัก:พักหมู่บ้านฮัลล์สตัท 1 คืน#พี่เห็ดจริงใจ# โปรแกรมนี้ สายการบินอาจมีการปรับ ภาษีน้ํามัน ตามเงื่อนไขท้ายโปรแกรม ราคา146,899บาท",146899,Europe
ทัวร์ยุโรปตะวันออก เที่ยว 6 ตลาดคริสต์มาส ฮัลลสตัท เชสกี้ครุมลอฟ ปราสาทนอยชวานสไตน์ ราคารวมวีซ่า+ทิปแล้ว,https://www.mushroomtravel.com/tour/outbound/germany/mush261913-germany-8d5n-by-moreairline,"พิเศษ:ราคารวมวีซ่า+ทิปแล้ว-เที่ยว 6 ตลาดคริสมาสต์เที่ยว:เยอรมัน-ออสเตรีย-เช็ก-สโลวาเกีย-ฮังการี-มิวนิค-สนามฟุตบอลอัลลิอันซ์ อารีน่า-ชวานเกา-ปราสาทนอยชวานสไตน์-จัตุรัสมาเรียนพลาสท์-ซาลบวร์ก-พระราชวังและสวนมิราเบล-จัตุรัสเรสซิเดนซ์-บ้านเกิดโมซาร์ท-เซ็นท์วูฟกัง-ฮัลล์สตัทท์-เชสกี้ครุมลอฟ-ปราสาทเช้สกี้ครุมลอฟ-ปราก-สะพานชาร์ล-นาฬิกาดาราศาสตร์-ปราสาทปราก-โบสถ์เซ็นท์วีตัส-ถนนทองคำ-ปราสาทบราทิสลาวา-บูดาเปสต์-จัตุรัสวีรบุรุษ-คาสเทิลฮิลล์-ป้อมชาวประมง-โบสถ์แมนทิอัส-มหาวิหารเซ็นท์สตีเฟ่น-ล่องเรือแม่น้ำดานูบ-เวียนนา-พระราชวังและสวนเชินน์บรุนช้อป:Fashion Outlet Parndorf-ถนนคาร์ทเนอร์กิน:ขาหมูเสิร์ฟพร้อมเบียร์เยอรมัน-ปลาเทร้าช์-เป็ดโบฮีเมี่ยน-เมนูกูลาร์ช-Sacher Cakeพัก:พักฮัลล์สตัทท์/เซ้นท์วูฟกัง หรือ ริมทะเลสาบ 1 คืน ราคา131,899บาท",131899,Europe
ทัวร์สวิตเซอร์แลนด์ ฝรั่งเศส บินตรงซูริค ปารีส พิชิตยอดเขาจุงเฟรา น้ำตกไรน์ หอไอเฟล ล่องเรือแม่น้ำแซน รวมวีซ่าแล้ว,https://www.mushroomtravel.com/tour/outbound/switzerland/mush261933-switzerland-9d6n-by-tg-,"พิเศษ:ราคารวมวีซ่าแล้ว-เข้าชมพระราชวังแวร์ซายน์เที่ยว:สไตน์ แอม ไรน์-น้ำตกไรน์-ซูริค-ลูเซิร์น-อนุเสาวรีย์สิงโต-สะพานไม้ชาเปล-อินเทอร์ลาเคน-กรีนเดอร์วาลด์-นั่งกระเช้า Eiger Express-อุโมงค์น้ำแข็ง-อุโมงโลกอัลไพน์-พิพิธภัณฑ์ช็อคโกแลต-ยอดเขาจุงเฟรา-เลาน์เทอร์บรูเน่นท์-น้ำตกชเตาบ์บาค-กอลมาร์-สตราซบูร์ก-หอไอเฟล-ล่องเรือแม่น้ำแซน-ประตูชัย-ถนนช็องเซลีเซช้อป:ถนนบานโฮฟซตราเซอร์-ลาวาเล่ วิลเลจ เอาท์เล็ทพัก:พัก Pullman Paris Tour Eiffel Hotel ห้องระเบียงวิวหอไอเฟล 2 คืน#พี่เห็ดจริงใจ# โปรแกรมนี้ สายการบินอาจมีการปรับ ภาษีน้ํามัน ตามเงื่อนไขท้ายโปรแกรม ราคา297,999บาท",297999,Europe
ทัวร์สวิตเซอร์แลนด์ อิตาลี บินตรงซูริค มิลาน เซอร์แมท พิชิตยอดเขากลาเซียร์ 3000 ยอดเขาจุงเฟรา มหาวิหารมิลาน,https://www.mushroomtravel.com/tour/outbound/switzerland/mush261972-switzerland-9d6n-by-tg,"เที่ยว:ซูริค-จุดชมวิวลินเดอฮอฟ-มหาวิหารกลอสมุสเตอร์-โบสถ์เซ็นท์ปีเตอร์-โลซานน์-ศาลาไทยเฉลิมพระเกียรติฯ-อาสนวิหารโลซานน์-ย่านเมืองเก่าโลซานน์-เวเว่ย์-The Fork-Alimentarium-แทช-เซอร์แมท-กลาเซียร์ 3000-อินเทอลาเก้น-กรินเดอวาลด์-นั่งกระเช้า Eiger Express-อุโมงค์น้ำแข็ง-อุโมงค์โลกอัลไพน์-เลาเทอร์บรุนเนน-น้ำตกชเตาบ์บาค-ลูเซิร์น-อนุสาวรีย์สิงโต-สะพานไม้ชาเปล-เขตเมืองเก่า-มิลาน-มหาวิหารมิลานช้อป:ถนน Hoheweg-กัลเลรีอาวิตโตรีโยเอมานูเอเลเซคอนโดพัก:พักเซอร์แมท 1 คืน ราคา255,899บาท",255899,Europe
ทัวร์ยุโรป 5 ประเทศ บินตรงมิวนิค ลูเซิร์น หมู่บ้านชิงเกว แตร์เร ทะเลสาบโคโม สิงโตหินแกะสลัก ปราสาทนอยชวานสไตน์ มหาวิหารมิลาน,https://www.mushroomtravel.com/tour/outbound/austria/mush262122-germany-10d7n-by-tg,"พิเศษ:เข้าชมปราสาทนอยชวานสไตน์เที่ยว:เยอรมัน-ออสเตรีย-สวิตเซอร์แลนด์-อิตาลี-ลิกเตนสไตน์-มิวนิค-จัตุรัสมาเรียนพลาสท์-หมู่บ้านโอเบอร์อัมเมอร์เกา-เอททัล-สำนักสงฆ์แห่งเมืองเอททัล-ลูเซิร์น-สิงโตหินแกะสลัก-สะพานไม้ชาเปล-ซูริค-ซุก-หอนาฬิกาเมืองซุก-โบสถ์ฟรอมุนสเตอร์-จัตุรัสปาราเดพลาทซ์-เซนต์มอริทซ์-นั่งรถไฟ Bernina Regional Train-ยอดเขาดิอาโวเลซซา-ทิราโน่-ปาร์มา-ลา สเปเซีย-หมู่บ้านชิงเกว แตร์เร-หมู่บ้านริโอแมกจิโอเร่-หมู่บ้านมานาโรล่า-หมู่บ้านมอนเตรอสโซ อัล มาเร-เจนัว-จัตุรัส Piazza De Ferrari-มหาวิหารเจนัว-ถนน Via Garibaldi-มิลาน-มหาวิหารมิลาน-ทะเลสาบโคโม-วาดุซ-ปราสาทวาดุซ-อินส์บรูค-หลังคาทองคำช้อป:Serravalle Outlet-แกลเลอเรียวิทโทริโอเอ็มมานูเอล-ร้าน Huber ราคา122,800บาท",122800,Europe
ทัวร์ฝรั่งเศส สวิตเซอร์แลนด์ บินตรงปารีส ซูริค ขึ้นกระเช้าสู่ยอดเขาจุงเฟรา หอไอเฟล สิงโตหินแกะสลัก ล่องเรือแม่น้ำแซน,https://www.mushroomtravel.com/tour/outbound/france/mush262174-france-10d7n-by-tg,"พิเศษ:รับประทานอาหารบนหอไอเฟล-นั่งรถไฟ TGV-แช่น้ำแร่ Leukerbad Thermeเที่ยว:ปารีส-ย่านมงมาร์ต-นั่งรถรางขึ้นมงมาร์ต-วิหารสเกรเกอร์-ล่องเรือแม่น้ำแซน-ประตูชัยนโปเลียน-ถนนชองป์เอลิเซ่-หอไอเฟล-มหาวิหารนอเทรอดาม-พิพิธภัณฑ์ลูฟท์-สตราสบูร์ก-La Petite France-กอลมาร์-มหาวิหารเซ็นต์มาร์ติน-กรุงเบิร์น-บ่อหมีสีน้ำตาล-วิหารเบิร์น-หอนาฬิกาดาราศาสตร์-มองเทรอซ์-ปราสาทชิลยอง-ซิยง-เซอร์แมท-นั่งรถไฟสู่เมืองเซอร์แมท-ยอดเขาแมททอร์ฮอร์น-นั่งรถไฟกรอนเนอร์แกรต-ลอยเคอร์บัด-ยอดเขาจุงเฟรา-ถ้ำน้ำแข็ง-อินเตอร์ลาเคน-ซูริค-โบสถ์ฟรอมุนสเตอร์-จัตุรัสปาราเดพลาทซ์-ซุก-หอนาฬิกาเมืองซุก-ลูเซิร์น-สิงโตหินแกะสลัก-สะพานไม้ชาเปลช้อป:ห้างแกลเลอรี่ ลาฟาแยทท์-ร้านค้าปลอดภาษี-ห้างลา ซามาริแตง-ร้านทำทอง Lohriกิน:เมนูหอยเอสคาร์โก ราคา148,900บาท",148900,Europe
ทัวร์ยุโรป 5 ประเทศ บินตรงมิวนิค เวียนนา คาร์โลวี วารี บูดาเปสต์ หมู่บ้านฮัลสตัท พระราชวังเชินบรุนน์ ล่องเรือแม่น้ำดานูบ,https://www.mushroomtravel.com/tour/outbound/austria/mush262179-germany-10d7n-by-tg,"พิเศษ:เข้าชมปราสาทแห่งปราก-เข้าชมพระราชวังเชินบรุนน์เที่ยว:เยอรมัน-ออสเตรีย-เช็ก-สโลวาเกีย-ฮังการี-มิวนิค-จัตุรัสมาเรียนพลาสท์-ซาลส์บูร์ก-สวนมิราเบลล์-บ้านเกิดโมสาร์ท-เชสกี้ ครุมลอฟ-ปราสาทครุมลอฟ-คาร์โลวี วารี-ปราก-สะพานชาร์ล-ประตูเมืองเก่า-มหาวิหารเซนต์วิตุส-บราติสลาวา-ปราสาทบราติสลาวา-เมืองเก่าบราติสลาวา-บูดาเปสต์-โบสถ์แมทเธียส-ป้อมชาวประมง-ล่องเรือแม่น้ำดานูบ-เวียนนา-พระราชวังเชินบรุนน์-ฮัลสตัทช้อป:ถนนเกไทรย์เดอกาสเซอ-Parndorf Outlet-ถนนคาร์ทเนอร์-Designer Outlet Salzburgกิน:เมนูเป็ดโบฮีเมียน-ปลาเทร้าท์ฮอลสตัท ราคา110,800บาท",110800,Europe
ทัวร์อิตาลี สวิส มิลาน เซอร์แมท นั่งรถไฟสู่ยอดเขากรอนเนอร์แกรต ยอดเขาจุงเฟรา ทะเลสาบโคโม่ สิงโตหินแกะสลัก ,https://www.mushroomtravel.com/tour/outbound/italy/mush262284-italy-8d5n-by-tg,"เที่ยว:มหาวิหารแห่งเมืองมิลาน-ตูริน-จัตุรัสซาน คาร์โล-มหาวิหารแห่งเมืองตูริน-นั่งรถไฟเข้าสู่เซอร์แมท-นั่งรถไฟสู่ยอดเขากรอนเนอร์แกรต-มองเทรอซ์-ปราสาทชิลยอง-รูปปั้นเฟรดดี้ เมอร์คิวรี่-หมู่บ้านกรุยแยร์-เบิร์น-บ่อหมีสีน้ำตาล-ถนนจุงเคอร์นกาสเซ-ถนนแครมกัซเซอ-หอนาฬิกาดาราศาสตร์-กระเช้าสู่ยอดเขาจุงเฟรา-ถ้ำน้ำแข็ง-อินเตอร์ลาเกน-หอนาฬิกาเมืองซุก-ลูเซิร์น-สิงโตหินแกะสลัก-สะพานไม้ชาเปล-ทะเลสาบโคโม่ช้อป:แกลเลอเรีย วิตโตริโอ เอ็มมานูเอล-ร้านเคียร์ชโฮฟเฟอร์กิน:เมนูฟองดูซีส ราคา113,800บาท",113800,Europe
ทัวร์ยุโรป 4 ประเทศ บินตรงแฟรงก์เฟิร์ต อัมสเตอร์ดัม บรัสเซลส์ ปราสาทไฮเดลเบิร์ก หมู่บ้านกีธูร์น พิพิธภัณฑ์ลูฟร์ หอไอเฟล ล่องเรือแม่น้ำแซน,https://www.mushroomtravel.com/tour/outbound/belgium/mush262336-germany-9d6n-by-tg,"พิเศษ:เข้าชมพิพิธภัณฑ์ลูฟร์เที่ยว:เยอรมัน-เนเธอร์แลนด์-เบลเยี่ยม-ฝรั่งเศส-ไฮเดลเบิร์ก-ปราสาทไฮเดลเบิร์ก-แฟรงก์เฟิร์ต-จัตุรัสโรเมอร์-โคโลญ-มหาวิหารโคโลญ-ล่องเรือหมู่บ้านกีธูร์น-อัมสเตอร์ดัม-ล่องเรือหลังคากระจก-จัตุรัสดัมสแควร์-บรูกก์-จัตุรัสใจกลางเมือง-บรัสเซลส์-จัตุรัสกรองด์ปลาสต์-แกรนด์เพลส-มาเนเก้นพิส-ย่านมงมาร์ต-รถรางสู่วิหารสเกรเกอร์-ปารีส-ประตูชัย-หอไอเฟล-ล่องเรือแม่น้ำแซนช้อป:Roermond Outlet-La Vallee Village Outlet-ถนนชองป์เอลิเซ่-ร้านค้าปลอดภาษี-ห้างแกลเลอรี่ ลาฟาแยตต์กิน:เมนูขาหมูเยอรมัน-หอยแมลงภู่อบไวน์ขาว ราคา109,800บาท",109800,Europe
ทัวร์แกรนด์สวิส ซูริค เซอร์แมท พิชิต 4 ยอดเขา อินเตอร์ลาเกน โบสถ์ฟรอมุนสเตอร์ นั่งรถไฟ Golden Pass Line,https://www.mushroomtravel.com/tour/outbound/switzerland/mush241466-switzerland-8d5n-by-ek,"พิเศษ:นั่งรถไฟ Golden Pass Lineเที่ยว:ซูริค-โบสถ์ฟรอมุนสเตอร์-จัตุรัสปาราเดพลาทซ์-ซุก-หอนาฬิกาเมืองซุก-ยอดเขาริกิ-ล่องเรือทะเลสาบลูเซิร์น-ลูเซิร์น-สิงโตหินแกะสลัก-สะพานไม้ชาเปล-อินเตอร์ลาเกน-ยอดเขาฮาร์เดอร์-กรินเดอวาลด์-ขึ้นกระเช้า Eiger Express-ยอดเขาจุงเฟรา-เบิร์น-บ่อหมีสีน้ำตาล-ถนนจุงเคอร์นกาสเซ-ถนนแครมกัซเซอ-หอนาฬิกาดาราศาสตร์-มาร์คกาสเซ-โกล เดอ ปิยง-ยอดเขากลาเซียร์ 3000-เซอร์แมท-กรอนเนอร์แกรต-มองเทรอซ์-ปราสาทชิลยอง-เวเว่ย์-ส้อมยักษ์-โลซานน์-เจนีวา-น้ำพุเจทโด-นาฬิกาดอกไม้ ราคา139,800บาท",139800,Europe
ทัวร์แกรนด์สวิส ยอดเขาจุงเฟรา เขากรอนเนอร์แกรต ล่องเรือทะเลสาบลูเซิร์น แช่น้ำแร่ร้อน Leukerbad Therme,https://www.mushroomtravel.com/tour/outbound/switzerland/mush262370-switzerland-9d6n-by-tg,"พิเศษ:แช่น้ำแร่ร้อน Leukerbad Thermeเที่ยว:ซูริค-บาเซิล-จัตุรัสมาร์คพลาสซ์-มหาวิหารบาเซิล-เจนีวา-น้ำพุเจทโด-นาฬิกาดอกไม้-โลซานน์-เวเว่ย์-ส้อมยักษ์-ธารน้ำแข็งอาเล็ทช์กลาเซียร์-เซอร์แมท-ยอดเขากรอนเนอร์แกรต-ลอยเคอร์บัด-แครนส์ มอนทานา-มองเทรอซ์-ปราสาทชิลยอง-หมู่บ้านกรูแยร์-เบิร์น-บ่อหมีสีน้ำตาล-ถนนจุงเคอร์นกาสเซอ-ถนนกรัมกาสเซอ-หอนาฬิกาดาราศาสตร์-นั่งกระเช้า Eiger Express-ยอดเขาจุงเฟรา-ถ้ำน้ำแข็ง-อินเทอร์ลาเก้น-ลูเซิร์น-สิงโตหินแกะสลัก-สะพานไม้ชาเปล-ซุก-หอนาฬิกาเมืองซุก-ร้านทำทองช้อป:ถนนโฮวิค-ร้านเคียร์ชโฮฟเฟอร์กิน:ชีสฟองดูว์-รับประทานอาหารกลางวันพร้อมล่องเรือทะเลสาบลูเซิร์น ราคา148,800บาท",148800,Europe
ทัวร์สวิส เยอรมัน ออสเตรีย อิตาลี ยอดเขาดิอาโวเลซซา ปราสาทนอยชวานสไตน์ โดโลไมท์ ทะเลสาบมิสุริน่า,https://www.mushroomtravel.com/tour/outbound/austria/mush262401-switzerland-9d6n-by-tg,"เที่ยว:ซูริค-วาดุซ-ลินเดา-ท่าเรือลินเดา-มิวนิค-จัตุรัสมาเรียนพลาสท์-โฮเฮนชวานเกา-ปราสาทนอยชวานสไตน์-อินส์บรูก-หลังคาทองคำ-อุทยานแห่งชาติโดโลไมท์-หมู่บ้านซานตา แมดดาเลนา-ทะเลสาบเบรียส-ทะเลสาบมิสุริน่า-หมู่บ้านคอร์ทินา ดัมเปซโซ-ยอดเขาแอลป์ดิซุสเซ่-ทะเลสาบคาเรซซา-เวโรน่า-โรงละครโรมันกลางแจ้ง-Bernina Regional Train-ยอดเขาดิอาโวเลซซา-เซ้นต์ มอริทซ์-ลูเซิร์น-สิงโตหินแกะสลัก-สะพานไม้ชาเปล-ซุก-หอนาฬิกาเมืองซุก-โบสถ์ฟรอมุนสเตอร์-จัตุรัสปาราเดพลาทซ์ช้อป:ร้าน Huber-ถนน Via Serlasกิน:ล่องเรือทะเลสาบลูเซิร์นพร้อมทานอาหารกลางวัน ราคา125,800บาท",125800,Europe
ทัวร์ฝรั่งเศส เบลเยี่ยม เนเธอร์แลนด์ บินตรงปารีส บรัสเซลส์ พิพิธภัณฑ์ลูฟท์ หอไอเฟล ย่านโคมแดง ล่องเรือแม่น้ำแซน,https://www.mushroomtravel.com/tour/outbound/belgium/mush262438-france-8d5n-by-tg,"พิเศษ:เข้าชมพิพิธภัณฑ์ลูฟท์-รับประทานอาหารบนหอไอเฟลเที่ยว:ปารีส-ย่านมงมาร์ต-ขึ้นรถราง-มหาวิหารนอเทรอดาม-ประตูชัย-ถนนชองป์เอลิเซ่-หอไอเฟล-ล่องเรือแม่น้ำแซน-บรูกก์-จัตุรัสใจกลางเมือง-บรัสเซลส์-อะโตเมี่ยม-จัตุรัสแกรนด์เพลส-เมเนเก้นพีส-อัมสเตอร์ดัม-จัตุรัสดัมสแควร์-ย่านโคมแดง-ล่องเรือหลังคากระจก-ฮาร์เล็ม-จัตุรัสตลาดกลาง-ศาลาว่าการเมืองฮาร์เล็ม-มหาวิหารเซ้นต์บาโว-กังหันลมเดอ อาเดรียนช้อป:ลา ซามาริแตง-ร้านค้าปลอดภาษี-ห้างแกลลอรี่ ลาฟาแยทท์-โรมอนด์ เอาท์เล็ทกิน:เมนูหอยเอสคาร์โก-หอยแมงภู่อบไวน์ขาว ราคา100,800บาท",100800,Europe
ทัวร์เยอรมัน ออสเตรีย เนเธอร์แลนด์ บินตรงมิวนิค หมู่บ้านฮัลสตัท ปราสาทนอยชวานสไตน์ หอคอยดอม เหมืองเกลือเบิร์ชเทสกาเด้น,https://www.mushroomtravel.com/tour/outbound/austria/mush262501-germany-10d7n-by-tg,"พิเศษ:โชว์พื้นเมืองทิโรเลียนเที่ยว:มิวนิค-ซาลสบูร์ก-สวนมิราเบลล์-ฮัลสตัท-เหมืองเกลือเบิร์ชเทสกาเด้น-นั่งรถรางลอดอุโมงค์ยาว 700 เมตร-อินน์สบรูค-หลังคาทองคำ-ปราสาทนอยชวานสไตน์-จัตุรัสมาเรียนพลาสท์-นูเรมเบิร์ก-ปราสาทนูเรมเบิร์ก-แฟรงค์เฟิร์ต-จัตุรัสโรเมอร์-โคโลญ-มหาวิหารโคโลญ-ดุสเซลดอร์ฟ-ล่องเรือหมู่บ้านกีธูร์น-อูเทรคต์-มหาวิหารเซ้นต์มาร์ติน-หอคอยดอม-อัมสเตอร์ดัม-ล่องเรือหลังคากระจก-ย่านโคมแดง-จัตุรัสดัมสแควร์ช้อป:ถนนเกไทรเดร้-ถนนซายล์-Roermond Outletกิน:เมนูขาหมูเยอรมัน ราคา114,800บาท",114800,Europe
ทัวร์สแกนดิเนเวีย สต็อกโฮล์ม ออสโล โคเปนเฮเกน พิพิธภัณฑ์เรือรบวาซาร์ นั่งรถไฟสายโรแมนติกฟลัมสบาน่า ล่องเรือสำราญ DFDS,https://www.mushroomtravel.com/tour/outbound/scandinavia/mush262520-scandinavia-8d6n-by-tk,"พิเศษ:ราคารวมค่าทิปไกด์และคนขับรถแล้วเที่ยว:สวีเดน-นอร์เวย์-เดนมาร์ก-สต็อกโฮล์ม-เนินเขาฟยัลกาทัน-ศาลาว่าการเมืองสต็อกโฮล์ม-พิพิธภัณฑ์เรือรบโบราณวาซาร์-ย่านเมืองเก่ากัมลาสแตน-พระราชวังหลวง-คาร์ลสตัด-ออสโล-อุทยานฟรอกเนอร์-ลานกระโดดสกีฮอลเมนโคลเลน-ฟลัม-ล่องเรือซอจ์นฟยอร์ด-หมู่บ้านกู๊ดวาเก้น-นั่งรถไฟสายโรแมนติกฟลัมสบาน่า-น้ำตกจอสฟอสเซ่น-พระราชวังหลวงออสโล-อาคารรัฐสภาออสโล-ล่องเรือสำราญ DFDS-โคเปนเฮเกน-รูปปั้นเงือกน้อย-น้ำพุแห่งราชินีเกฟิออน-พระราชวังคริสเตียนบอร์ก-พระราชวังอมาเลียนบอร์ก-ศาลาว่าการเมืองโคเปนเฮเกน-ท่าเรือนูฮาวน์ช้อป:ถนนคาร์ลโยฮันน์เกท-ถนนสตรอยก์กิน:เมนูบุฟเฟ่ต์สไตล์สแกนดิเนเวียนพัก:พักบนเรือสำราญ DFDS 1 คืน#พี่เห็ดจริงใจ# กรณียกเลิก มีค่าใช้จ่ายตามประกาศคณะกรรมการท่องเที่ยว ราคา117,990บาท",117990,Europe
ทัวร์ยุโรป 6 ประเทศ บินตรงอัมสเตอร์ดัม นั่งกระเช้าคาบริโอ ยอดเขาสแตนเซอร์ฮอร์น จัตุรัสแกรนด์เพลส มหาวิหารแห่งเมืองมิลาน,https://www.mushroomtravel.com/tour/outbound/belgium/mush262545-netherlands-9d7n-by-tg,"เที่ยว:เนเธอร์แลนด์-เบลเยี่ยม-ลักเซมเบิร์ก-เยอรมัน-สวิตเซอร์แลนด์-อิตาลี-อัมสเตอดัม-จัตุรัสดัมสแควร์-ย่านโคมแดง-ล่องเรือหลังคากระจก-บรัสเซลส์-จัตุรัสกรองด์ปลาสต์-มาเนเก้นพีส-จุดระเบียงแห่งยุโรป-จัตุรัสปลาสดาร์ม-แฟรงค์เฟิร์ต-จัตุรัสโรเมอร์-เวิร์ทซ์บวร์ค-สะพานเก่าอัลเทอไมน์-พระราชวังเวิร์ทซ์บวร์ค เรสซิเดนซ์-โรเทนบวร์ค ออบ เดอร์ เทาเบอร์-เพลินไลน์-ดิงเคิลส์บูล-มหาวิหารเซนต์จอร์จ-เนิร์ดลิงเงิน-โบสถ์เซนต์จอร์จ-มิวนิค-BMW Welt-สวนของพระราชวังนิมเฟนบูร์ก-จัตุรัสมาเรียนพลาสท์-เอาคส์บวร์ค-มหาวิหารเอาก์สบูร์ก-ทิทิเซ่-หอนาฬิกาเมืองซุก-ล่องเรือทะเลสาบลูเซิร์น-สิงโตหินแกะสลัก-สะพานไม้ชาเปล-ยอดเขาสแตนเซอร์ฮอร์น-นั่งรถรางไม้โบราณ-นั่งกระเช้าคาบริโอ-ทะเลสาบโคโม-มหาวิหารโคโม-มหาวิหารแห่งเมืองมิลานช้อป:ถนนซายล์-แกลเลอเรีย วิตโตริโอ เอ็มมานูเอล ที่ 2กิน:เมนูหอยแมลงภู่อบไวน์ขาว-ขาหมูเยอรมัน ราคา113,800บาท",113800,Europe
ทัวร์ยุโรป 6 ประเทศ ปราสาทนอยชวานสไตน์ อุทยานเทือกเขาโดโลไมท์ มหาวิหารเอาคส์บวร์ค ล่องเรือหลังคากระจก,https://www.mushroomtravel.com/tour/outbound/austria/mush262552-netherlands-9d7n-by-tg,"เที่ยว:เนเธอร์แลนด์-เบลเยี่ยม-ลักเซมเบิร์ก-เยอรมนี-ออสเตรีย-อิตาลี-อัมสเตอดัม-จัตุรัสดัมสแควร์-ย่านโคมแดง-ล่องเรือหลังคากระจก-สถาบันสอนการเจียระไนเพชร-บรัสเซลส์-จัตุรัสกรองด์ปลาสต์-มาเนเก้นพีส-จุดระเบียงแห่งยุโรป-จัตุรัสปลาสดาร์ม-อนุสาวรีย์ดิกส์และเลนต์ซ-แฟรงค์เฟิร์ต-จัตุรัสโรเมอร์-เวิร์ทซ์บวร์ค-สะพานเก่าอัลเทอไมน์-พระราชวังเวิร์ทซ์บวร์ค เรสซิเดนซ์-โรเทนบวร์ค ออบ เดอร์ เทาเบอร์-เพลินไลน์-ดิงเคิลส์บูล-มหาวิหารเซนต์จอร์จ-เนิร์ดลิงเงิน-โบสถ์เซนต์จอร์จ-เอาคส์บวร์ค-มหาวิหารเอาคส์บวร์ค-โบสถ์วิสเคียร์เชอ-โฮเฮนชวานเกา-ปราสาทนอยชวานสไตน์-อินนส์บรูค-หลังคาทองคำ-อุทยานเทือกเขาโดโลไมท์-ทะเลสาบมิสุริน่า-ทะเลสาบเบรียส-หมู่บ้านซานตา แมดดาเลนา-เนินเขาแอลป์ ดิ ซุสเซ่-ทะเลสาบคาเรซซา-เวโรน่า-โรงละครโรมันกลางแจ้ง-เบรสเซียช้อป:ถนนรูฟิลิปป์ที่สอง-ถนนซายล์กิน:หอยแมลงภู่อบไวน์ขาว-ขาหมูเยอรมัน ราคา113,800บาท",113800,Europe
